,source,author,title,description,url,urlToImage,publishedAt,content
40,"{'id': 'google-news', 'name': 'Google News'}",,"First Republic shares dive on contagion fear, dragging U.S. regional banks - Yahoo Canada Finance","<ol><li>First Republic shares dive on contagion fear, dragging U.S. regional banks  Yahoo Canada Finance
</li><li>The world struggles to predict financial fallout from California bank collapse  CBC News
</li><li>First Republic, PacWest Lead US Bank Rebound …",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vY2EuZmluYW5jZS55YWhvby5jb20vbmV3cy9maXJzdC1yZXB1YmxpYy1zbHVtcHMtYWRkaXRpb25hbC1maW5hbmNpbmctMTA1NjI4MTgzLmh0bWzSAWNodHRwczovL2NhLmZpbmFuY2UueWFob28uY29tL2FtcGh0bWwvbmV3cy9maXJzdC1yZXB1YmxpYy1zbHVtcHMtYWRkaXRpb25hbC1maW5hbmNpbmctMTA1NjI4MTgzLmh0bWw?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T10:56:28Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
41,"{'id': None, 'name': 'The Guardian'}",Larry Elliott Economics editor,SVB collapse presents central banks with a big headache,Failure of America’s 16th biggest bank amid high inflation poses an awkward decision on interest rates for the Federal ReserveThe collapse of Silicon Valley Bank (SVB) has inevitably conjured up memories of September 2008 when the bankruptcy of Lehman Brother…,https://www.theguardian.com/business/2023/mar/14/svb-collapse-presents-central-banks-with-a-big-headache,https://i.guim.co.uk/img/media/92323dd7b324eca76e312af84f3077f5a663961f/0_203_4000_2401/master/4000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=4d48497acc71cab76b132a5785fb917a,2023-03-14T17:12:52Z,"The collapse of Silicon Valley Bank (SVB) has inevitably conjured up memories of September 2008 when the bankruptcy of Lehman Brothers prompted a market meltdown, a global recession and a dramatic ea… [+3761 chars]"
42,"{'id': 'business-insider', 'name': 'Business Insider'}",zsalfiti@insider.com (Zinya Salfiti),"Signature Bank was the target of a US criminal probe before it was seized, report says","The DOJ and SEC were looking into whether the Signature Bank monitored its clients' activities well enough, Bloomberg reported.",https://markets.businessinsider.com/news/stocks/signature-bank-faced-criminal-probe-doj-sec-crypto-clients-collapse-2023-3,https://i.insider.com/64118f29b6d9f200189123de?width=1200&format=jpeg,2023-03-15T12:29:10Z,"Signature Bank was the target of a US criminal probe over its work with crypto clients before it failed and was seized by regulators, Bloomberg reported.
Department of Justice investigators were loo… [+2180 chars]"
43,"{'id': 'cnn', 'name': 'CNN'}",David Goldman,What's the next Silicon Valley Bank — and how can the US prevent more chaos?,"Silicon Valley Bank failed in rapid, stunning fashion Friday. This week, the tech and banking sector are growing skittish about the next shoe to drop.",https://www.cnn.com/2023/03/12/investing/silicon-valley-bank-bailout/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230312095700-02-silicon-valley-bank-031223.jpg?c=16x9&q=w_800,c_fill",2023-03-12T14:40:57Z,"Silicon Valley Bank failed in rapid, stunning fashion Friday. This week, the tech and banking sector are growing skittish about the next shoe to drop.
What took place Friday was an old-fashioned ban… [+4773 chars]"
44,"{'id': None, 'name': 'Yahoo Entertainment'}",Associated Press Videos,Startups can't get money from Silicon Valley Bank,Tech startups are facing serious financial trouble after the failure of Silicon Valley Bank. Regulators rushed Friday to seize the assets of the nation's...,https://news.yahoo.com/startups-cant-money-silicon-valley-014455205.html,https://s.yimg.com/ny/api/res/1.2/3meSi3AeJbh3LzOO_K7jIQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/hd/cp-video-transcode/production/30bd6c63-9b16-3258-925c-82f1d6efff8c/2023-03-11/01-51-28/85440da2-440f-50a4-98da-845e2e1175b4/stream_1920x1080x0_v2_3_0.jpg,2023-03-11T01:44:55Z,Tech startups are facing serious financial trouble after the failure of Silicon Valley Bank. Regulators rushed Friday to seize the assets of the nation's 16th largest bank after depositors rushed to … [+53 chars]
45,"{'id': 'time', 'name': 'Time'}",Janet Paskin / Bloomberg,SVB Failure Becomes Fodder for Anti-ESG Crowd in U.S. Culture Wars,The failure of Silicon Valley Bank has become the latest target for conservatives in their mounting campaign against ESG.,https://time.com/6262649/svb-esg-culture-wars/,https://api.time.com/wp-content/uploads/2023/03/GettyImages-1248163069.jpg?quality=85&w=1024&h=628&crop=1,2023-03-14T13:15:35Z,"The failure of Silicon Valley Bank has become the latest target for conservative politicians and news outlets in their mounting campaign against ESG.
The acronym refers to a form of investing that c… [+3882 chars]"
46,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),A bank CEO explains how the Silicon Valley Bank failure could actually build trust in the system and why it'll have little impact on Fed policy,"In making depositors whole, the government has a shot at boosting Americans' faith in the systems that are in place to protect them, the exec told Insider.",https://markets.businessinsider.com/news/stocks/silicon-valley-bank-failure-signature-explained-ceo-contagion-trust-fed-2023-3,https://i.insider.com/640f2f79ff11870018c4fb66?width=1200&format=jpeg,2023-03-13T15:59:31Z,"Silicon Valley Bank's failure and regulators' response could ultimately boost Americans' confidence in the financial system, according to Tut Fuller, the founder and chief executive of Capra Bank, a … [+2585 chars]"
47,"{'id': 'abc-news', 'name': 'ABC News'}",Max Zahn,Silicon Valley Bank: How a digital bank run accelerated the collapse,The second-biggest bank failure in U.S. history took less than 48 hours.,https://abcnews.go.com/Business/silicon-valley-bank-digital-bank-run-accelerated-collapse/story?id=97846569,https://s.abcnews.com/images/Business/silicon-1-gty-er-230314_1678818073329_hpMain_16x9_992.jpg,2023-03-14T22:10:35Z,"The collapse of Silicon Valley Bank, the second-biggest bank failure in U.S. history, took place over less than 48 hours.
Customers withdrew $42 billion -- nearly a quarter of the bank's total depos… [+6160 chars]"
48,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),"'This is a warning to the Fed': Wall Street reacts to the collapse of Silicon Valley Bank, the biggest bank failure since 2008",Top strategists shared their take on the impact SVB's collapse will have on financial markets and the banking sector.,https://markets.businessinsider.com/news/stocks/silicon-valley-bank-collapse-sivb-wall-street-reaction-financial-crisis-2023-3,https://i.insider.com/640b88904c4bc50018f91bab?width=1200&format=jpeg,2023-03-10T20:00:23Z,"Silicon Valley Bank's collapse has sparked panic as the financial industry sees the biggest bank failure since 2008.
Regulators in California shut down the firm on Friday, putting it into FDIC recei… [+3458 chars]"
49,"{'id': 'abc-news', 'name': 'ABC News'}",Max Zahn,Is this a banking crisis? What to know about the Silicon Valley Bank collapse,"The collapse of Silicon Valley Bank, the largest bank failure since 2008, has triggered a financial emergency.",https://abcnews.go.com/Business/banking-crisis-silicon-valley-bank-collapse/story?id=97824040,https://s.abcnews.com/images/Business/silicon-valley-bank-rt-mz-29-230313_1678732563670_hpMain_16x9_992.jpg,2023-03-13T19:14:31Z,"The largest bank failure since the 2008 crisis has triggered a major U.S. government intervention to protect the financial system.
Silicon Valley Bank, the nation's 16th largest bank, collapsed on F… [+8847 chars]"
50,"{'id': 'business-insider', 'name': 'Business Insider'}",jsor@insider.com (Jennifer Sor),Why one firm says the failure of Silicon Valley Bank could be a positive for the stock market,"""In other words, we think the Fed could move away from 'higher for longer' to a possible pause,"" Fundstrat's Tom Lee said.",https://markets.businessinsider.com/news/stocks/silicon-valley-bank-stock-market-outlook-fed-interest-rates-fundstrat-2023-3,https://i.insider.com/5f319ab22618b92e973db90c?width=1200&format=jpeg,2023-03-13T15:07:20Z,"The Silicon Valley Bank failure is actually good news for stocks, and the market could be set up to post double-digit gains this year, according to Fundstrat's head of research Tom Lee.
In a note on… [+1799 chars]"
51,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),"The Fed could finally pull back its aggressive policy this month - but it'd be doing so for all the wrong reasons, DataTrek says","Given the failures of Silicon Valley Bank and Signature bank, as well as cooling CPI, markets are pricing in a policy pivot in March.",https://markets.businessinsider.com/news/stocks/fed-rate-hike-pivot-inflation-cpi-silicon-valley-bank-failure-2023-3,https://i.insider.com/641070a06966eb001957c01e?width=1200&format=jpeg,2023-03-14T15:01:24Z,"The Federal Reserve this month could pump the brakes on monetary policy, but central bankers would be doing so for all the wrong reasons, according to DataTrek Research.
Any policy loosening would l… [+2193 chars]"
52,"{'id': None, 'name': 'The Guardian'}",Kalyeena Makortoff Banking correspondent,European markets spooked by US bank shares sell-off,"FTSE 100 down almost 2% as troubles at tech-focused lender Silicon Valley Bank cause ripplesAn overnight sell-off of US banking stocks, sparked by troubles at the tech-focused lender Silicon Valley Bank (SVB), has seeped into European markets and sent the FTS…",https://www.theguardian.com/business/2023/mar/10/european-markets-spooked-by-us-bank-shares-sell-off,https://i.guim.co.uk/img/media/eedd60c787c392a131a9bb9d3e3fa35ed6ec145e/34_328_4804_2884/master/4804.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=cb56d2224377dae7a18cd5296dba0276,2023-03-10T12:41:50Z,"An overnight sell-off of US banking stocks, sparked by troubles at the tech-focused lender Silicon Valley Bank (SVB), has seeped into European markets and sent the FTSE 100 down almost 2% on Friday.… [+3415 chars]"
53,"{'id': None, 'name': 'The Guardian'}",Graeme Wearden,Global markets gripped by Silicon Valley Bank collapse as banking shares slide – business live,"Rolling coverage of the latest economic and financial news<ul><li>Silicon Valley Bank: parent company, CEO and CFO sued amid market turmoil</li><li>Silicon Valley Bank: global banking shares slide as fallout spreads</li></ul>SVB Financial Group and two top ex…",https://www.theguardian.com/business/live/2023/mar/14/global-markets-silicon-valley-bank-collapse-banking-shares-boj-ecb-business-live,https://i.guim.co.uk/img/media/7c6af0d600a09a31bbb368c27719665bb3d691a7/0_45_4000_2400/master/4000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctbGl2ZS5wbmc&enable=upscale&s=454e08531a3b8e44263585261b8dd366,2023-03-14T08:01:03Z,"Silicon Valley Bank: parent company, CEO and CFO sued amid market turmoil
SVB Financial Group and two top executives have been sued by shareholders over the collapse of Silicon Valley Bank, as globa… [+4302 chars]"
54,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Jen Glantz),3 ways to protect your money following the SVB fallout — no matter where you bank,"If you're worried about your money following the fallout of Silicon Valley Bank, take these steps to make sure you'll be safe.",https://www.businessinsider.com/personal-finance/ways-make-sure-money-protected-svb-fallout-2023-3,https://i.insider.com/64109eb29aa2e6001956da47?width=1200&format=jpeg,2023-03-14T18:43:55Z,"Our experts choose the best products and services to help make smart decisions with your money (here's how). In some cases, we receive a commission from our partners; however, our opinions are our ow… [+3449 chars]"
55,"{'id': 'business-insider', 'name': 'Business Insider'}",ztayeb@businessinsider.com (Zahra Tayeb),"The Fed will be forced to surrender on rate hikes after SVB's failure, says top economist Mohamed El-Erian","A plunge in the 2-year Treasury yield following SVB's meltdown suggests market expectations that the Fed will end its aggressive interest-rate hikes, according to Mohamed El-Erian.",https://markets.businessinsider.com/news/stocks/silicon-valley-bank-fed-rate-hikes-mohamed-el-erian-2023-3,https://i.insider.com/530c81516bb3f7990769e8d5?width=1200&format=jpeg,2023-03-13T12:32:11Z,"The Federal Reserve will be forced to give up its aggressive monetary policy after Silicon Valley Bank's meltdown, according to Mohamed El-Erian. 
The chief economic adviser at Allianz pointed to pl… [+1586 chars]"
56,"{'id': None, 'name': 'Blogger.com'}",Calculated Risk,Bank Failure #2 in 2023: Silicon Valley Bank,,https://www.blogger.com/comment.g?blogID=10004977&postID=4754248004729215377&bpli=1,,2023-03-13T20:43:00Z,"Note: There were over 500 bank failures during and immediately following the GFC, and almost 300 in just 2009 and 2010. That was mostly due to default risk (poor performing MBS). I don't expect a lar… [+885 chars]"
57,"{'id': None, 'name': 'Blogger.com'}",Calculated Risk,Bank Failure #1 in 2023: Silicon Valley Bank,,https://www.blogger.com/comment.g?blogID=10004977&postID=2685127792647986021&bpli=1,,2023-03-10T17:25:00Z,"From the FDIC: FDIC Creates a Deposit Insurance National Bank of Santa Clara to Protect Insured Depositors of Silicon Valley Bank, Santa Clara, CaliforniaSilicon Valley Bank, Santa Clara, California,… [+911 chars]"
